TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,SCD30_CO2,SCD30_TEMP,SCD30_HUM,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ppm,C,%,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,SCD30 CO2,SCD30 Temperature,SCD30 Humidity,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,158,160,161,89,87,88
2022-09-20T03:00:11Z,21.45,56.68,-1,0,49.45,102.26,null,null,538,23.89,46.33,1,3,3
2022-09-20T03:01:11Z,21.50,56.62,100,0,47.50,102.27,null,null,535,23.94,46.38,null,null,null
2022-09-20T03:02:11Z,21.58,56.49,100,0,49.00,102.27,null,null,533,23.94,46.32,null,null,null
2022-09-20T03:03:11Z,21.64,56.38,100,0,48.90,102.26,null,null,532,23.89,46.27,null,null,null
2022-09-20T03:04:11Z,21.66,56.24,100,0,49.56,102.26,null,null,531,23.94,46.30,null,null,null
2022-09-20T03:05:11Z,21.71,56.17,100,0,48.64,102.26,1.00,411.00,530,23.94,46.24,0,4,4
2022-09-20T03:06:11Z,21.74,56.07,100,0,47.50,102.26,16.00,508.00,531,23.95,46.28,null,null,null
2022-09-20T03:07:11Z,21.78,56.03,100,0,48.51,102.26,14.00,492.00,532,23.91,46.25,null,null,null
2022-09-20T03:08:11Z,21.84,55.96,100,0,48.25,102.26,10.00,466.00,533,23.92,46.22,null,null,null
2022-09-20T03:09:11Z,21.84,55.92,100,0,48.72,102.26,7.00,447.00,530,23.92,46.25,null,null,null
2022-09-20T03:10:11Z,21.86,55.82,100,0,47.42,102.26,10.00,466.00,531,23.92,46.24,1,5,5
2022-09-20T03:11:11Z,21.88,55.76,100,0,48.76,102.26,7.00,452.00,531,23.91,46.22,null,null,null
2022-09-20T03:12:11Z,21.86,55.76,100,0,48.92,102.26,10.00,466.00,531,23.92,46.21,null,null,null
2022-09-20T03:13:11Z,21.86,55.69,100,0,47.79,102.26,9.00,464.00,529,23.92,46.17,null,null,null
2022-09-20T03:14:11Z,21.91,55.63,100,0,50.09,102.26,11.00,473.00,527,23.92,46.21,null,null,null
2022-09-20T03:15:11Z,21.91,55.67,100,0,48.04,102.26,11.00,473.00,524,23.92,46.21,0,3,3
2022-09-20T03:16:11Z,21.89,55.56,100,0,48.58,102.26,11.00,473.00,524,23.95,46.21,null,null,null
2022-09-20T03:17:11Z,21.93,55.50,100,0,47.91,102.26,10.00,470.00,528,23.97,46.14,null,null,null
2022-09-20T03:18:11Z,21.92,55.53,100,0,48.24,102.26,11.00,473.00,528,23.94,46.17,null,null,null
2022-09-20T03:19:11Z,21.95,55.45,100,0,47.74,102.26,11.00,473.00,527,23.94,46.15,null,null,null
2022-09-20T03:20:11Z,21.93,55.46,100,0,47.41,102.26,10.00,472.00,527,23.95,46.13,0,5,5
2022-09-20T03:21:11Z,21.95,55.40,100,0,47.32,102.26,10.00,466.00,527,23.97,46.14,null,null,null
2022-09-20T03:22:11Z,21.99,55.38,100,0,48.15,102.26,10.00,466.00,525,23.94,46.07,null,null,null
2022-09-20T03:23:11Z,21.99,55.38,100,0,48.28,102.26,10.00,466.00,524,23.94,46.10,null,null,null
2022-09-20T03:24:11Z,21.98,55.37,100,0,47.78,102.26,10.00,466.00,528,23.94,46.09,null,null,null
2022-09-20T03:25:11Z,21.99,55.37,100,0,47.80,102.26,10.00,466.00,530,23.97,46.07,0,4,4
2022-09-20T03:26:11Z,22.01,55.30,100,0,47.92,102.26,7.00,450.00,529,23.97,46.10,null,null,null
2022-09-20T03:27:11Z,21.99,55.30,100,0,47.82,102.25,10.00,466.00,531,23.97,46.06,null,null,null
2022-09-20T03:28:11Z,22.01,55.24,100,0,49.77,102.26,7.00,450.00,531,23.95,46.03,null,null,null
2022-09-20T03:29:11Z,21.99,55.22,100,0,48.12,102.26,11.00,475.00,529,23.95,46.06,null,null,null
2022-09-20T03:30:11Z,22.02,55.33,100,0,49.68,102.26,7.00,447.00,529,23.94,46.07,0,3,4
2022-09-20T03:31:11Z,22.02,55.25,100,0,48.16,102.26,10.00,466.00,531,23.97,46.02,null,null,null
2022-09-20T03:32:11Z,21.99,55.23,100,0,47.72,102.25,10.00,466.00,532,23.97,46.07,null,null,null
2022-09-20T03:33:11Z,21.99,55.26,100,0,48.26,102.25,11.00,475.00,531,23.95,46.03,null,null,null
2022-09-20T03:34:11Z,21.91,55.37,100,0,47.53,102.25,9.00,464.00,530,23.97,46.04,null,null,null
2022-09-20T03:35:11Z,21.85,55.40,100,0,47.73,102.25,9.00,461.00,530,23.99,45.96,0,4,6
2022-09-20T03:36:11Z,21.84,55.45,100,0,49.18,102.25,9.00,464.00,531,23.98,45.97,null,null,null
2022-09-20T03:37:11Z,21.82,55.41,100,0,47.66,102.25,9.00,461.00,531,23.98,45.97,null,null,null
2022-09-20T03:38:11Z,21.81,55.57,100,0,48.89,102.25,9.00,464.00,531,23.98,45.96,null,null,null
2022-09-20T03:39:11Z,21.74,55.61,100,0,48.43,102.25,9.00,461.00,532,23.97,45.92,null,null,null
2022-09-20T03:40:11Z,21.72,55.67,100,0,48.42,102.25,15.00,501.00,532,23.97,45.97,0,5,5
