TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,SCD30_CO2,SCD30_TEMP,SCD30_HUM,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ppm,C,%,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,SCD30 CO2,SCD30 Temperature,SCD30 Humidity,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,158,160,161,89,87,88
2022-03-12T00:00:06Z,21.92,45.13,100,0,48.96,99.44,11.00,473.00,343,24.43,35.05,0,0,0
2022-03-12T00:01:06Z,21.96,45.24,100,0,47.85,99.44,7.00,452.00,342,24.40,34.92,null,null,null
2022-03-12T00:02:06Z,21.98,45.25,100,0,47.43,99.45,10.00,466.00,343,24.46,35.11,null,null,null
2022-03-12T00:03:06Z,21.95,45.13,100,0,51.15,99.45,7.00,451.00,341,24.43,35.02,null,null,null
2022-03-12T00:04:06Z,21.98,45.07,100,0,46.08,99.45,9.00,461.00,338,24.45,34.97,null,null,null
2022-03-12T00:05:06Z,21.93,45.02,100,0,47.50,99.45,13.00,486.00,340,24.45,34.92,0,0,0
2022-03-12T00:06:06Z,21.98,45.16,100,0,44.46,99.45,7.00,452.00,340,24.46,34.97,null,null,null
2022-03-12T00:07:06Z,22.01,45.07,100,0,50.37,99.45,11.00,476.00,340,24.48,34.95,null,null,null
2022-03-12T00:08:06Z,21.99,44.98,100,0,47.35,99.45,9.00,461.00,339,24.49,34.95,null,null,null
2022-03-12T00:09:06Z,21.99,45.01,100,0,49.75,99.45,13.00,491.00,335,24.48,34.94,null,null,null
2022-03-12T00:10:06Z,22.01,45.00,99,0,50.19,99.45,10.00,466.00,334,24.50,34.99,0,0,0
2022-03-12T00:11:06Z,21.99,45.15,100,0,51.22,99.45,12.00,483.00,337,24.49,34.86,null,null,null
2022-03-12T00:12:06Z,22.02,44.99,100,0,48.05,99.46,11.00,473.00,334,24.49,34.89,null,null,null
2022-03-12T00:13:06Z,22.03,44.96,100,0,45.69,99.46,13.00,486.00,337,24.49,34.91,null,null,null
2022-03-12T00:14:06Z,22.03,44.91,100,0,42.14,99.46,13.00,491.00,336,24.52,34.93,null,null,null
2022-03-12T00:15:06Z,22.02,44.92,100,0,49.40,99.46,13.00,491.00,337,24.50,34.89,0,0,0
2022-03-12T00:16:06Z,22.03,45.03,99,0,46.78,99.46,12.00,483.00,336,24.52,34.89,null,null,null
2022-03-12T00:17:06Z,22.05,44.99,100,0,48.52,99.46,13.00,486.00,340,24.53,34.99,null,null,null
2022-03-12T00:18:06Z,22.06,44.90,100,0,49.11,99.46,13.00,486.00,341,24.52,34.92,null,null,null
2022-03-12T00:19:06Z,22.05,44.86,100,0,49.51,99.46,13.00,486.00,341,24.50,34.89,null,null,null
2022-03-12T00:20:06Z,22.05,44.87,100,0,49.47,99.46,13.00,491.00,339,24.52,34.87,0,0,0
2022-03-12T00:21:06Z,22.08,44.97,100,0,48.48,99.47,12.00,483.00,337,24.53,34.82,null,null,null
2022-03-12T00:22:06Z,22.08,44.88,100,0,52.38,99.47,12.00,483.00,338,24.55,34.89,null,null,null
2022-03-12T00:23:06Z,22.10,44.85,100,0,48.72,99.47,13.00,486.00,338,24.53,34.97,null,null,null
2022-03-12T00:24:06Z,22.08,44.82,100,0,51.16,99.47,13.00,491.00,340,24.55,34.90,null,null,null
2022-03-12T00:25:06Z,22.09,44.85,100,0,46.74,99.47,14.00,495.00,335,24.56,34.85,0,0,0
2022-03-12T00:26:06Z,22.09,44.93,99,0,48.24,99.47,13.00,486.00,333,24.55,34.85,null,null,null
2022-03-12T00:27:06Z,22.09,44.89,100,0,43.36,99.47,13.00,486.00,337,24.56,34.89,null,null,null
2022-03-12T00:28:06Z,22.10,44.88,100,0,44.07,99.47,14.00,495.00,338,24.56,34.93,null,null,null
2022-03-12T00:29:06Z,22.10,44.74,100,0,48.10,99.47,13.00,491.00,335,24.56,34.84,null,null,null
2022-03-12T00:30:06Z,22.10,44.74,99,0,46.94,99.47,15.00,501.00,334,24.55,34.86,0,0,0
2022-03-12T00:31:06Z,22.12,44.84,100,0,50.41,99.48,14.00,493.00,334,24.56,34.85,null,null,null
2022-03-12T00:32:06Z,22.13,44.76,100,0,49.59,99.48,13.00,486.00,337,24.58,34.85,null,null,null
2022-03-12T00:33:06Z,22.12,44.76,100,0,43.68,99.48,13.00,491.00,338,24.56,34.88,null,null,null
2022-03-12T00:34:06Z,22.12,44.77,100,0,46.62,99.48,13.00,491.00,338,24.60,34.85,null,null,null
2022-03-12T00:35:06Z,22.10,44.76,100,0,50.45,99.48,14.00,495.00,338,24.59,34.84,0,0,0
2022-03-12T00:36:06Z,22.13,44.81,100,0,46.73,99.48,13.00,486.00,336,24.59,34.79,null,null,null
2022-03-12T00:37:06Z,22.14,44.69,100,0,49.93,99.48,12.00,483.00,339,24.59,34.81,null,null,null
2022-03-12T00:38:06Z,22.14,44.65,100,0,46.18,99.48,14.00,493.00,337,24.60,34.77,null,null,null
2022-03-12T00:39:06Z,22.14,44.71,100,0,51.94,99.49,14.00,497.00,336,24.62,34.75,null,null,null
2022-03-12T00:40:06Z,22.13,44.76,100,0,49.93,99.48,15.00,501.00,335,24.63,34.91,0,0,0
