TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,SCD30_CO2,SCD30_TEMP,SCD30_HUM,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ppm,C,%,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,SCD30 CO2,SCD30 Temperature,SCD30 Humidity,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,158,160,161,89,87,88
2021-10-21T00:00:00Z,21.34,35.40,100,0,36.10,99.44,12.00,483.00,391,23.94,26.94,null,null,null
2021-10-21T00:01:00Z,21.29,35.06,100,0,37.25,99.44,15.00,502.00,393,23.92,26.76,0,0,0
2021-10-21T00:02:00Z,21.32,34.97,99,0,40.57,99.44,13.00,487.00,396,23.95,26.86,null,null,null
2021-10-21T00:03:00Z,21.32,34.87,100,0,40.94,99.43,14.00,492.00,395,23.92,26.79,null,null,null
2021-10-21T00:04:00Z,21.31,35.16,100,0,41.86,99.44,11.00,476.00,396,23.92,26.67,null,null,null
2021-10-21T00:05:00Z,21.32,35.09,100,0,37.80,99.44,14.00,492.00,396,23.94,26.74,null,null,null
2021-10-21T00:06:00Z,21.29,34.52,100,0,43.12,99.44,14.00,492.00,395,23.94,26.70,0,0,0
2021-10-21T00:07:00Z,21.31,34.85,100,0,35.46,99.44,15.00,500.00,396,23.89,26.76,null,null,null
2021-10-21T00:08:00Z,21.31,35.07,99,0,40.16,99.44,10.00,470.00,395,23.91,26.69,null,null,null
2021-10-21T00:09:00Z,21.31,34.90,100,0,37.95,99.44,14.00,492.00,393,23.94,26.64,null,null,null
2021-10-21T00:10:00Z,21.31,35.04,99,0,36.97,99.44,14.00,492.00,394,23.91,26.67,null,null,null
2021-10-21T00:11:00Z,21.28,35.26,100,0,40.18,99.44,15.00,502.00,393,23.92,26.73,0,0,0
2021-10-21T00:12:00Z,21.31,35.01,100,0,42.31,99.44,13.00,488.00,391,23.92,26.74,null,null,null
2021-10-21T00:13:00Z,21.31,35.08,100,0,39.44,99.43,15.00,502.00,392,23.88,26.60,null,null,null
2021-10-21T00:14:00Z,21.32,34.54,100,0,39.44,99.44,14.00,497.00,395,23.92,26.59,null,null,null
2021-10-21T00:15:00Z,21.28,34.62,100,0,38.60,99.44,15.00,505.00,394,23.94,26.55,null,null,null
2021-10-21T00:16:00Z,21.28,34.83,99,0,41.89,99.44,17.00,515.00,394,23.92,26.59,0,0,0
2021-10-21T00:17:00Z,21.29,34.49,100,0,40.32,99.44,11.00,476.00,393,23.91,26.37,null,null,null
2021-10-21T00:18:00Z,21.29,34.23,99,0,37.61,99.44,15.00,505.00,394,23.91,26.32,null,null,null
2021-10-21T00:19:00Z,21.31,34.74,100,0,37.66,99.45,17.00,518.00,392,23.89,26.46,null,null,null
2021-10-21T00:20:00Z,21.28,34.49,100,0,41.73,99.44,15.00,500.00,394,23.91,26.40,null,null,null
2021-10-21T00:21:00Z,21.25,34.22,100,0,38.05,99.45,15.00,500.00,393,23.92,26.29,0,0,0
2021-10-21T00:22:00Z,21.29,34.61,99,0,38.05,99.45,11.00,478.00,392,23.89,26.38,null,null,null
2021-10-21T00:23:00Z,21.32,34.49,100,0,37.97,99.45,17.00,515.00,390,23.92,26.31,null,null,null
2021-10-21T00:24:00Z,21.28,34.43,100,0,39.83,99.45,18.00,519.00,389,23.91,26.25,null,null,null
2021-10-21T00:25:00Z,21.28,34.31,100,0,39.13,99.46,18.00,519.00,391,23.91,26.31,null,null,null
2021-10-21T00:26:00Z,21.28,34.62,100,0,41.29,99.45,17.00,515.00,390,23.92,26.25,0,0,0
2021-10-21T00:27:00Z,21.28,34.47,100,0,43.51,99.46,12.00,483.00,390,23.88,26.35,null,null,null
2021-10-21T00:28:00Z,21.31,34.62,99,0,39.18,99.47,18.00,519.00,389,23.89,26.31,null,null,null
2021-10-21T00:29:00Z,21.28,34.64,100,0,41.83,99.47,19.00,527.00,388,23.89,26.23,null,null,null
2021-10-21T00:30:00Z,21.27,34.37,99,0,40.68,99.47,19.00,527.00,391,23.88,26.14,null,null,null
2021-10-21T00:31:00Z,21.27,34.13,100,0,34.27,99.47,19.00,527.00,393,23.91,26.29,0,0,0
2021-10-21T00:32:00Z,21.28,34.41,99,0,40.08,99.48,22.00,546.00,395,23.88,26.14,null,null,null
2021-10-21T00:33:00Z,21.29,34.70,100,0,39.68,99.48,22.00,546.00,394,23.91,26.20,null,null,null
2021-10-21T00:34:00Z,21.28,34.04,100,0,37.83,99.48,23.00,551.00,396,23.92,26.17,null,null,null
2021-10-21T00:35:00Z,21.28,34.31,100,0,35.55,99.49,25.00,566.00,395,23.91,26.07,null,null,null
2021-10-21T00:36:00Z,21.27,34.41,100,0,40.25,99.48,20.00,533.00,394,23.91,26.17,0,0,0
2021-10-21T00:37:00Z,21.28,34.54,100,0,41.06,99.48,24.00,560.00,396,23.91,26.13,null,null,null
2021-10-21T00:38:00Z,21.29,34.15,99,0,37.12,99.48,26.00,572.00,395,23.91,26.07,null,null,null
2021-10-21T00:39:00Z,21.28,34.27,100,0,37.84,99.48,27.00,581.00,395,23.88,26.02,null,null,null
2021-10-21T00:40:00Z,21.25,34.27,100,0,41.03,99.49,23.00,551.00,394,23.88,26.02,null,null,null
