TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,SCD30_CO2,SCD30_TEMP,SCD30_HUM,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ppm,C,%,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,SCD30 CO2,SCD30 Temperature,SCD30 Humidity,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,158,160,161,89,87,88
2022-09-15T03:00:07Z,21.51,47.97,-1,0,44.09,100.90,null,null,430,23.80,38.43,0,0,0
2022-09-15T03:01:07Z,21.58,47.84,99,0,41.80,100.90,null,null,423,23.83,38.46,null,null,null
2022-09-15T03:02:07Z,21.65,47.77,99,0,40.94,100.90,null,null,420,23.83,38.46,null,null,null
2022-09-15T03:03:07Z,21.71,47.70,99,0,40.30,100.90,null,null,419,23.82,38.46,null,null,null
2022-09-15T03:04:07Z,21.72,47.63,99,0,41.75,100.90,null,null,420,23.83,38.45,null,null,null
2022-09-15T03:05:07Z,21.74,47.62,99,0,42.79,100.90,9.00,463.00,419,23.82,38.47,0,0,0
2022-09-15T03:06:07Z,21.80,47.46,99,0,41.15,100.90,49.00,728.00,416,23.82,38.47,null,null,null
2022-09-15T03:07:07Z,21.84,47.45,99,0,41.50,100.90,34.00,624.00,416,23.83,38.51,null,null,null
2022-09-15T03:08:07Z,21.86,47.42,99,0,43.33,100.90,41.00,674.00,416,23.85,38.54,null,null,null
2022-09-15T03:09:07Z,21.86,47.43,99,0,43.56,100.90,40.00,666.00,416,23.85,38.47,null,null,null
2022-09-15T03:10:07Z,21.89,47.41,99,0,41.12,100.90,40.00,666.00,416,23.85,38.54,0,0,0
2022-09-15T03:11:07Z,21.92,47.33,99,0,42.83,100.90,41.00,674.00,412,23.83,38.42,null,null,null
2022-09-15T03:12:07Z,21.95,47.36,99,0,43.17,100.90,40.00,666.00,411,23.85,38.44,null,null,null
2022-09-15T03:13:07Z,21.96,47.33,99,0,46.02,100.90,41.00,674.00,409,23.85,38.45,null,null,null
2022-09-15T03:14:07Z,21.96,47.29,99,0,44.40,100.90,41.00,674.00,410,23.86,38.46,null,null,null
2022-09-15T03:15:07Z,21.95,47.36,99,0,44.55,100.90,42.00,678.00,413,23.85,38.47,0,0,0
2022-09-15T03:16:07Z,21.98,47.24,99,0,43.14,100.90,36.00,638.00,414,23.82,38.46,null,null,null
2022-09-15T03:17:07Z,22.01,47.23,99,0,39.04,100.90,42.00,682.00,413,23.86,38.41,null,null,null
2022-09-15T03:18:07Z,22.08,47.28,99,0,41.61,100.90,37.00,645.00,413,23.86,38.46,null,null,null
2022-09-15T03:19:07Z,22.03,47.26,99,0,44.15,100.90,41.00,674.00,412,23.86,38.45,null,null,null
2022-09-15T03:20:07Z,22.02,47.21,99,0,41.66,100.90,41.00,674.00,415,23.86,38.41,0,0,0
2022-09-15T03:21:07Z,22.02,47.11,99,0,43.09,100.90,42.00,682.00,414,23.85,38.42,null,null,null
2022-09-15T03:22:07Z,22.06,47.13,99,0,43.74,100.90,42.00,682.00,414,23.86,38.45,null,null,null
2022-09-15T03:23:07Z,22.06,47.12,99,0,40.33,100.90,42.00,682.00,415,23.88,38.48,null,null,null
2022-09-15T03:24:07Z,22.06,47.15,99,0,42.17,100.90,42.00,679.00,414,23.86,38.40,null,null,null
2022-09-15T03:25:07Z,22.05,47.15,99,0,43.33,100.90,42.00,679.00,414,23.88,38.48,0,0,0
2022-09-15T03:26:07Z,22.08,47.06,99,0,38.80,100.90,42.00,679.00,415,23.86,38.44,null,null,null
2022-09-15T03:27:07Z,22.08,47.10,99,0,45.42,100.90,37.00,643.00,413,23.83,38.45,null,null,null
2022-09-15T03:28:07Z,22.09,47.16,99,0,42.40,100.90,42.00,679.00,410,23.86,38.42,null,null,null
2022-09-15T03:29:07Z,22.09,47.12,99,0,42.88,100.90,37.00,643.00,412,23.86,38.47,null,null,null
2022-09-15T03:30:07Z,22.08,47.17,99,0,48.03,100.90,42.00,679.00,412,23.88,38.49,0,0,0
2022-09-15T03:31:07Z,22.08,47.11,99,0,46.74,100.90,36.00,638.00,410,23.88,38.42,null,null,null
2022-09-15T03:32:07Z,22.08,47.13,99,0,42.79,100.90,43.00,683.00,411,23.89,38.45,null,null,null
2022-09-15T03:33:07Z,22.05,47.16,99,0,44.41,100.90,43.00,683.00,412,23.86,38.47,null,null,null
2022-09-15T03:34:07Z,21.99,47.25,99,0,42.85,100.90,41.00,675.00,411,23.89,38.45,null,null,null
2022-09-15T03:35:07Z,21.95,47.34,99,0,46.07,100.89,41.00,672.00,411,23.88,38.48,0,0,0
2022-09-15T03:36:07Z,21.92,47.34,99,0,41.28,100.89,40.00,668.00,410,23.86,38.42,null,null,null
2022-09-15T03:37:07Z,21.92,47.35,99,0,42.05,100.89,40.00,668.00,409,23.88,38.49,null,null,null
2022-09-15T03:38:07Z,21.89,47.31,99,0,43.54,100.89,35.00,633.00,410,23.89,38.49,null,null,null
2022-09-15T03:39:07Z,21.85,47.37,99,0,41.07,100.90,39.00,659.00,409,23.89,38.53,null,null,null
2022-09-15T03:40:07Z,21.81,47.56,99,0,39.64,100.90,35.00,633.00,408,23.85,38.50,0,0,0
