TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,SCD30_CO2,SCD30_TEMP,SCD30_HUM,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ppm,C,%,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,SCD30 CO2,SCD30 Temperature,SCD30 Humidity,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,158,160,161,89,87,88
2022-02-01T00:00:16Z,20.05,50.66,99,0,33.92,101.56,111.00,1131.00,447,22.48,39.75,0,0,0
2022-02-01T00:01:16Z,20.06,50.72,99,0,30.09,101.55,106.00,1102.00,447,22.50,39.75,null,null,null
2022-02-01T00:02:16Z,20.06,50.72,99,0,34.26,101.55,117.00,1174.00,446,22.50,39.73,null,null,null
2022-02-01T00:03:16Z,20.06,50.65,99,0,31.28,101.54,115.00,1159.00,445,22.51,39.76,null,null,null
2022-02-01T00:04:16Z,20.03,50.83,99,0,32.01,101.53,111.00,1131.00,447,22.50,39.83,null,null,null
2022-02-01T00:05:16Z,20.05,50.94,99,0,35.39,101.54,109.00,1118.00,448,22.50,39.89,0,0,0
2022-02-01T00:06:16Z,20.06,50.96,99,0,33.32,101.54,106.00,1102.00,451,22.50,39.93,null,null,null
2022-02-01T00:07:16Z,20.06,50.92,99,0,30.48,101.53,109.00,1118.00,452,22.50,39.97,null,null,null
2022-02-01T00:08:16Z,20.06,50.99,99,0,33.20,101.53,105.00,1090.00,452,22.50,40.03,null,null,null
2022-02-01T00:09:16Z,20.05,51.03,99,0,33.49,101.52,113.00,1147.00,452,22.47,40.03,null,null,null
2022-02-01T00:10:16Z,20.03,51.09,99,0,31.07,101.51,113.00,1147.00,451,22.50,40.04,0,0,0
2022-02-01T00:11:16Z,20.08,51.14,99,0,35.44,101.50,111.00,1134.00,451,22.50,40.14,null,null,null
2022-02-01T00:12:16Z,20.05,51.14,99,0,33.80,101.49,113.00,1147.00,454,22.48,40.20,null,null,null
2022-02-01T00:13:16Z,20.06,51.18,99,0,33.11,101.49,111.00,1134.00,451,22.50,40.19,null,null,null
2022-02-01T00:14:16Z,20.05,51.26,99,0,31.13,101.50,111.00,1134.00,451,22.48,40.23,null,null,null
2022-02-01T00:15:16Z,20.05,51.19,99,0,32.16,101.49,104.00,1086.00,451,22.47,40.21,0,0,0
2022-02-01T00:16:16Z,20.06,51.15,99,0,36.47,101.50,113.00,1147.00,453,22.48,40.17,null,null,null
2022-02-01T00:17:16Z,20.06,51.25,99,0,33.27,101.50,111.00,1134.00,450,22.48,40.21,null,null,null
2022-02-01T00:18:16Z,20.05,51.37,99,0,30.72,101.49,104.00,1086.00,447,22.50,40.32,null,null,null
2022-02-01T00:19:16Z,20.05,51.43,99,0,31.97,101.50,102.00,1074.00,446,22.48,40.36,null,null,null
2022-02-01T00:20:16Z,20.03,51.33,99,0,32.46,101.51,104.00,1086.00,447,22.50,40.36,0,0,0
2022-02-01T00:21:16Z,20.05,51.36,99,0,33.05,101.51,104.00,1086.00,447,22.48,40.32,null,null,null
2022-02-01T00:22:16Z,20.06,51.32,99,0,30.80,101.52,106.00,1102.00,446,22.50,40.37,null,null,null
2022-02-01T00:23:16Z,20.03,51.36,99,0,30.58,101.51,109.00,1118.00,446,22.51,40.34,null,null,null
2022-02-01T00:24:16Z,20.06,51.39,99,0,29.72,101.50,98.00,1044.00,446,22.48,40.39,null,null,null
2022-02-01T00:25:16Z,20.05,51.43,99,0,27.97,101.50,104.00,1086.00,446,22.47,40.33,0,0,0
2022-02-01T00:26:16Z,20.06,51.45,99,0,32.43,101.50,99.00,1056.00,449,22.48,40.43,null,null,null
2022-02-01T00:27:16Z,20.06,51.32,99,0,36.38,101.50,98.00,1044.00,448,22.48,40.41,null,null,null
2022-02-01T00:28:16Z,20.05,51.40,99,0,36.23,101.51,98.00,1044.00,450,22.50,40.39,null,null,null
2022-02-01T00:29:16Z,20.06,51.52,99,0,35.85,101.50,95.00,1029.00,449,22.50,40.45,null,null,null
2022-02-01T00:30:16Z,20.05,51.54,99,0,28.37,101.50,89.00,987.00,448,22.47,40.42,0,0,0
2022-02-01T00:31:16Z,20.06,51.43,99,0,38.29,101.50,98.00,1044.00,448,22.50,40.39,null,null,null
2022-02-01T00:32:16Z,20.08,51.43,99,0,31.76,101.52,89.00,987.00,448,22.47,40.44,null,null,null
2022-02-01T00:33:16Z,20.06,51.43,99,0,30.88,101.52,95.00,1029.00,452,22.47,40.45,null,null,null
2022-02-01T00:34:16Z,20.03,51.43,99,0,36.68,101.52,95.00,1029.00,450,22.48,40.44,null,null,null
2022-02-01T00:35:16Z,20.05,51.45,99,0,32.97,101.52,95.00,1029.00,449,22.50,40.44,0,0,0
2022-02-01T00:36:16Z,20.03,51.43,99,0,34.30,101.52,95.00,1029.00,447,22.48,40.48,null,null,null
2022-02-01T00:37:16Z,20.08,51.50,99,0,32.72,101.53,93.00,1012.00,447,22.48,40.53,null,null,null
2022-02-01T00:38:16Z,20.05,51.50,99,0,32.03,101.54,98.00,1044.00,447,22.45,40.49,null,null,null
2022-02-01T00:39:16Z,20.06,51.41,99,0,31.73,101.54,89.00,987.00,446,22.48,40.45,null,null,null
